,text,favourite_count,retweet_count,created_at
17,@CConstitucional Tanto el modelo de causales como el de plazos son restrictivos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 17:05:32+00:00
18,@CConstitucional El aborto sigue siendo un problema de salud pública en Colombia y en el mundo. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 17:04:15+00:00
19,"""En 2018 se registró que diariamente 15 niñas entre 10 a 14 años dieron a luz y el 86% del total de las mujeres agredidas sexualmente durante ese año fueron niñas y adolescentes"" 
#CausaJustaPorElAborto #CausaJusta

https://t.co/6OVQG86eZu",33,3,2021-11-22 16:56:56+00:00
20,@CConstitucional El aborto es un derecho en tensión con un delito que persiste. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,2,0,2021-11-22 16:56:49+00:00
21,@CConstitucional El aborto en Colombia está despenalizado parcialmente. Cualquier debate sobre aborto en Colombia solo puede conducir a una ampliación de causales del modelo vigente. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:55:36+00:00
22,@CConstitucional La opinión mayoritaria de la población colombiana apoya la autonomía de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:54:15+00:00
23,"#YoTambienAborté #CausaJustaPorElAborto

Ningún cura o pastor debe meterse en la desición personal de una mujer de elegir abortar https://t.co/fO0iBCiJfk",1,1,2021-11-22 16:53:53+00:00
24,RT @womenslink: No tenemos dudas. Estamos más fuertes que nunca. La @CConstitucional de Colombia tiene todos los argumentos para hacerlo. #…,0,2,2021-11-22 16:50:12+00:00
25,@CConstitucional El debate penal en torno al aborto ha evolucionado a lo largo de los siglos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:45:43+00:00
26,@CConstitucional La interpretaciónd el marco legal sobre IVE sigue siendo restrictiva y sesgada. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:44:17+00:00
27,@CConstitucional Los costos del aborto legal en Colombia son altos a causa de la mala práxis. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:34:19+00:00
28,No tenemos dudas. Estamos más fuertes que nunca. La @CConstitucional de Colombia tiene todos los argumentos para hacerlo. #CausaJustaPorElAborto #CorteVoteSí https://t.co/jZSf31fVkH,7,2,2021-11-22 16:30:11+00:00
29,"#CorteVoteSí para acercar y no ahuyentar a las mujeres del sistema de salud y para que puedan recibir anticonceptivos, información sobre prevención de embarazos no deseados y rutas de apoyo para romper círculos de violencias de género #CausaJustaporelAborto https://t.co/oq10LEkBjw",2,0,2021-11-22 16:30:00+00:00
30,@CConstitucional El modelo de causales a veces es usado para judicializar a las mujeres por el delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:26:50+00:00
31,"@CConstitucional Las normas sobre aborto se nutren del derecho y sus disposiciones legales, tanto como de la moral. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 16:25:43+00:00
32,@CConstitucional Los plazos que proponen algunos modelos legales de aborto son arbitrarios. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:24:25+00:00
33,@CConstitucional El modelo de causales o indicacione refuerza el carácter de excepcionalidad que tiene el delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:15:36+00:00
34,@CConstitucional Los avances en materia de acceso al aborto son incipientes pero sólidos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:14:19+00:00
35,@CConstitucional La distribución de los servicios de aborto en Colombia es profundamente inequitativa. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:05:40+00:00
36,@CConstitucional Después de la despenalización del aborto en el país no prosperó en el congreso ningún proyecto contrario al derecho al aborto o que implicara retroceso en esta materia. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 16:04:23+00:00
37,@CConstitucional La laicidad del Estado es una condición para evitar interferencias sobre la libertad de las personas y en especial de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:57:47+00:00
38,@CConstitucional Las fallas administrativas en los servicios de salud impiden a las mujeres acceder a la IVE. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:55:50+00:00
39,@CConstitucional La persistencia del delito de aborto opera como una de las más perniciosas barreras. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:45:50+00:00
40,@CConstitucional El debate penal en torno al aborto ha evolucionado a lo largo de los siglos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:44:27+00:00
41,"El aborto Libre y seguro es una cuestión de justica social y reproductiva para las mujeres, hombres trans y otras personas que abortan. No más barreras para las mujeres rurales, afro, campesinas, jóvenes, ni empobrecidas #CorteAbortoSí #CausaJustaPorElAborto @CConstitucional",0,0,2021-11-22 15:42:52+00:00
42,@CConstitucional Los costos del aborto legal en Colombia son altos a causa de la mala práxis. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:35:50+00:00
43,@CConstitucional Los argumentos prevalentes en los proyectos de ley a favor del aborto discutidos en las tres últimas legislaturas están relacionados con la autonomía reproductiva de la mujer. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:34:34+00:00
44,@CConstitucional La sobre regulación en materia de aborto no funciona en la práctica. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:27:26+00:00
45,@CConstitucional La práctica del aborto en Colombia está limitada por las barreras para el acceso. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:26:24+00:00
46,@CConstitucional La penalización del aborto no es la única alternativa para proteger la vida en gestación. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:25:01+00:00
47,@CConstitucional La penalización parcial produce y reproduce la desigualdad. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:16:20+00:00
48,"RT @causajustaco: ""Una nueva batalla por los derechos humanos"", lectura recomendada de @C_CaballeroR en @Portafolioco  https://t.co/d9HxxNU…",0,2,2021-11-22 15:15:25+00:00
49,@CConstitucional La mujer es un ser humano plenamente digno y no un instrumento de reproducción de la especie humana. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:14:54+00:00
50,"""Una nueva batalla por los derechos humanos"", lectura recomendada de @C_CaballeroR en @Portafolioco  https://t.co/d9HxxNUtzg #CausaJustaPorElAborto",2,2,2021-11-22 15:14:25+00:00
51,@CConstitucional La muejer es la única que debería determinar cuánto riesgo está dispuesta a correr. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 15:05:17+00:00
52,"RT @FondoMARIAmx: El aborto se debe garantizar en condiciones de salud y dignidad. @CConstitucional de Colombia, el aborto no va en el Códi…",0,21,2021-11-22 14:59:11+00:00
53,@CConstitucional Desde 2006 los grupos conservadores han buscado retroceder los marcos normativos que protegen el derecho al aborto en Colombia. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:56:34+00:00
54,@CConstitucional La distribución de los servicios de aborto en Colombia es profundamente inequitativa. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:55:07+00:00
55,"Adhiero

""Abortamos por una razón y no por falta de razón""

#cortevotesi  
#CausaJustaPorElAborto https://t.co/Q79MR7MAqS",1,0,2021-11-22 14:53:02+00:00
56,RT @RostroColectivo: @CConstitucional El aborto en Colombia está despenalizado parcialmente. Cualquier debate sobre aborto en Colombia solo…,0,1,2021-11-22 14:47:12+00:00
57,@CConstitucional El aborto en Colombia está despenalizado parcialmente. Cualquier debate sobre aborto en Colombia solo puede conducir a una ampliación de causales del modelo vigente. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,1,2021-11-22 14:46:23+00:00
58,"@CConstitucional La objeción de conciencia impacta negativamente no sólo el acceso de las mujeres a la IVE, sino al propio sistema de sald ocasionando daños a terceros. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 14:45:04+00:00
59,"@CConstitucional La garantía de los derechos y en especial del respeto a la vida privada, se beneficia de leyes no restrictivas. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 14:41:36+00:00
60,@CConstitucional Las barreras de acceso al aborto son ilegales: Contrarían la jurisprudencia y normatividad actuales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:40:12+00:00
61,@CConstitucional La laicidad del Estado es una condición para evitar interferencias sobre la libertad de las personas y en especial de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:27:09+00:00
62,@CConstitucional La práctica del aborto es fuente de atribuciones negativas hacia los prestadores y las mujeres que lo realizan. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:25:51+00:00
63,@CConstitucional La comisión asesora para el diseño de la política criminal del Estado Colombiano recomendó despenalizar todos los hechos que redunden en afectaciones de los derechos de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:22:10+00:00
64,@CConstitucional El reconocimiento de la autonomía de las mujeres es un prerequisito para la construcción de paz. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:20:50+00:00
65,@CConstitucional La mujer es un ser humano plenamente digno y no un instrumento de reproducción de la especie humana. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:08:43+00:00
66,@CConstitucional Por desconocimiento del marco legal sobre IVE muchos profesionales del sector salud terminan impidiendo el acceso a los servicios. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 14:07:28+00:00
67,@CConstitucional Asegurar la justicia supone reconocer el valor de la vida de todas las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:55:46+00:00
68,@CConstitucional Los avances en materia de acceso al aborto son incipientes pero sólidos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto @mesaporlavida https://t.co/um6aDl2z41,0,0,2021-11-22 13:54:59+00:00
69,@CConstitucional La penalización del aborto constituye una injerencia en la vida privada de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:54:29+00:00
70,@CConstitucional Ejercer la obejeción de conciencia tiene límites e implica obligaciones claras por parte de los profesionales de la salud. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:51:54+00:00
71,@CConstitucional Cuando el aborto está penalizado se producen complicaciones evitables que generan costos a las personas y al sistema de salud. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:50:32+00:00
72,@CConstitucional Las normas restrictivas sobre aborto expresan en esencia una desvalorización del proyecto de vida de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:37:35+00:00
73,@CConstitucional Si el test de proporcionalidad se hubiera aplicado adecuadament en Colombia no existiría delito de Aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:36:40+00:00
74,@CConstitucional Los requisitos para acceder a un aborto legal son arbitrarios y variables. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:36:19+00:00
75,@CConstitucional Las mujeres son las cuidadores principales en la sociedad: deberían poder decidir sobre su maternidad. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:35:20+00:00
76,@CConstitucional El modelo de causales a veces es usado para judicializar a las mujeres por el delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:18:57+00:00
77,"@CConstitucional La ausencia de inspección, vigilancia y control en materia de IVE es flagrante. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 13:05:38+00:00
78,@CConstitucional Si el test de proporcionalidad se hubiera aplicado adecuadament en Colombia no existiría delito de Aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 13:04:19+00:00
79,RT @mesaporlavida: @CConstitucional El reconocimiento de la autonomía de las mujeres es un prerequisito para la construcción de paz. Tenemo…,0,2,2021-11-22 13:02:19+00:00
80,RT @jennygiraldo: Quiero creer que el impedimento nos dará tiempo para que las magistradas se muevan de postura y para que la sociedad ampl…,0,2,2021-11-22 13:01:22+00:00
81,@CConstitucional Los argumentos prevalentes en los proyectos de ley a favor del aborto discutidos en las tres últimas legislaturas están relacionados con la autonomía reproductiva de la mujer. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:58:16+00:00
82,@CConstitucional El modelo de causales favorece la exigencia de requisitos no legales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:54:12+00:00
83,@CConstitucional Las mujeres son las cuidadores principales en la sociedad: deberían poder decidir sobre su maternidad. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:45:21+00:00
84,@CConstitucional La mayoría de los abortos inducidos ocurren durante el primer trimestre del embarazo. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:44:05+00:00
85,Aborto libre y feminista es libertad y dignidad para todas/es. Seguiremos colmando de verde las calles y las instituciones patriarcales de poder que quieren controlar nuestras cuerpas y privarnos de nuestro derecho a decidir.#CorteAbortoSí #CausaJustaPorElAborto @CConstitucional,0,0,2021-11-22 12:42:26+00:00
86,@CConstitucional El marco de políticas públicas en materia de IVE protege a las mujeres en el ejercicio de este derecho. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:35:33+00:00
87,@CConstitucional La sobre regulación en materia de aborto no funciona en la práctica. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:34:12+00:00
88,RT @mesaporlavida: @CConstitucional El reconocimiento de la autonomía de las mujeres es un prerequisito para la construcción de paz. Tenemo…,0,2,2021-11-22 12:29:17+00:00
89,RT @jennygiraldo: Quiero creer que el impedimento nos dará tiempo para que las magistradas se muevan de postura y para que la sociedad ampl…,0,2,2021-11-22 12:28:56+00:00
90,@CConstitucional La penalización y el delito de aborto en Colombia y América Latina es una norma dictada por hombres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:27:45+00:00
91,"@CConstitucional A los fines de la pena, el aborto no debería ser un delito. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 12:25:30+00:00
92,@CConstitucional La penalización parcial o total del aborto minimiza la capacidad moral de las mujeres para tomar decisiones sobre su cuerpo. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:24:12+00:00
93,@CConstitucional Los sistemas jurídicos que establecen o excepciones para el aborto lo hacen de forma arbitraria y discrecional. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,0,2021-11-22 12:15:33+00:00
94,@CConstitucional La penalización parcial produce y reproduce la desigualdad. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:14:11+00:00
95,@CConstitucional Los costos del aborto legal en Colombia son altos a causa de la mala práxis. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 12:05:26+00:00
96,"Quiero creer que el impedimento nos dará tiempo para que las magistradas se muevan de postura y para que la sociedad amplíe la discusión y la pedagogía sobre el aborto. #CorteAbortoSí #CausaJustaPorElAborto

https://t.co/Ozl2KDaOXM",6,2,2021-11-22 12:02:18+00:00
97,@CConstitucional La mala implementación del aborto legal en Colombia ha profundizado las desigualdades. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:57:47+00:00
98,"@CConstitucional La ausencia de inspección, vigilancia y control en materia de IVE es flagrante. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 11:54:05+00:00
99,@CConstitucional Por desconocimiento del marco legal sobre IVE muchos profesionales del sector salud terminan impidiendo el acceso a los servicios. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:45:22+00:00
100,@CConstitucional Los medios escritos en Colombia han posicionado en la opinión pública el apoyo a la IVE y el respeto a la autonomía de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:34:19+00:00
101,@CConstitucional El marco de políticas públicas en materia de IVE protege a las mujeres en el ejercicio de este derecho. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,0,2021-11-22 11:27:24+00:00
102,@CConstitucional El establecimiento de causales o excepciones es arbitrario y menoscaba el goce pleno de los derechos de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:25:25+00:00
103,@CConstitucional Las fallas administrativas en los servicios de salud impiden a las mujeres acceder a la IVE. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:24:07+00:00
104,@CConstitucional La penalización del aborto constituye una injerencia en la vida privada de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:15:19+00:00
105,@CConstitucional La prohibición del aborto genera un andamiaje institucional de enormes proporciones. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:13:58+00:00
106,"@CConstitucional El acceso al aborto de niñas, adolescentes y mujere en condicion de discapacidad debe garantizarse en dorma segura. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 11:05:29+00:00
107,@CConstitucional El subregistro del aborto es una constante que refleja la marginalidad del tema. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 11:04:01+00:00
108,@CConstitucional El debate penal en torno al aborto ha evolucionado a lo largo de los siglos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:57:09+00:00
109,@CConstitucional Los avances en materia de acceso al aborto son incipientes pero sólidos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:55:24+00:00
110,@CConstitucional Asegurar la justicia supone reconocer el valor de la vida de todas las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:54:01+00:00
111,RT @RostroColectivo: @CConstitucional Las facultades de medicina y otras areas de la salud están en mora al no incluir la IVE en el currícu…,0,1,2021-11-22 10:46:12+00:00
112,@CConstitucional Las facultades de medicina y otras areas de la salud están en mora al no incluir la IVE en el currículo y el desarrollo de las competencias de los profesionales. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,1,2021-11-22 10:45:15+00:00
113,@CConstitucional Los triunfos de los grupos antiderechos han sido pocos en los últimos años. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:43:57+00:00
114,@CConstitucional El reconocimiento de la autonomía de las mujeres es un prerequisito para la construcción de paz. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,5,2,2021-11-22 10:39:47+00:00
115,@CConstitucional El sistema de salud colombiano aha incorporado en sus beneficios todas las prestaciones que se requieren para la garantía del aborto seguro. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,1,0,2021-11-22 10:39:29+00:00
116,@CConstitucional El embarazo forzado es la negación más cruel y evidente del derecho a decidir de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:35:20+00:00
117,@CConstitucional Las prohibiciones en materia de aborto refuerzan las prácticas contrarias al aborto legal y seguro. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:34:03+00:00
118,@CConstitucional La interpretación restrictiva de una causal puede hacer que un aborto legal se transforme en delito. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:28:15+00:00
119,@CConstitucional El modelo de causales o indicacione refuerza el carácter de excepcionalidad que tiene el delito de aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:26:50+00:00
120,@CConstitucional Las normas restrictivas sobre aborto expresan en esencia una desvalorización del proyecto de vida de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:15:29+00:00
121,@CConstitucional El embarazo forzado es la negación más cruel y evidente del derecho a decidir de las mujeres. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 10:10:50+00:00
122,"Construyamos juntas y juntes una memoria feminista y abortera que reconozca la valiente e incansable lucha histórica de millones de mujeres por el derecho al aborto libre, seguro y gratuito en Colombia y el mundo#CorteAbortoSí #CausaJustaPorElAborto @CConstitucional",0,0,2021-11-22 10:01:32+00:00
123,@CConstitucional El aborto es un derecho en tensión con un delito que persiste. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 09:46:36+00:00
124,@CConstitucional La penalización obstaculiza el acceso a la información y el acceso pleno de las mujeres a su ciudadania. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 09:45:23+00:00
125,@CConstitucional La liberalización no incrementa los abortos. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 09:44:19+00:00
126,"@CConstitucional Las normas internacionales protegen los derechos reproductivos como parte de los derechos humanos, incluído el aborto. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto",0,0,2021-11-22 09:28:26+00:00
127,@CConstitucional La penalización del aborto no es la única alternativa para proteger la vida en gestación. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 09:27:11+00:00
128,@CConstitucional Las barreras a la IVE se intensifican en las zonas de conflicto armado. Tenemos más de #90Argumentos para que la #CorteVoteSí a la #CausaJustaPorElAborto,0,0,2021-11-22 09:15:07+00:00
